Word_Idx,Antonym1,Antonym2,Antonym3,Antonym4
katabolism_1,anabolism
katamorphism_1,anamorphism
keep down_3,vomit
keep mum_1,open up
keep one's mouth shut_1,talk
keep out_1,admit
keep quiet_1,talk
keep_15,break
keep_20,let
keep_5,discontinue
keep_9,lose
kenogenesis_1,palingenesis 
kept_1,broken 
kern_3,kern 
kern_4,kern 
key_16,atonality 
keyed_2,keyless 
keyless_1,keyed 
kick downstairs_1,promote 
kick the bucket_1,be born 
kick upstairs_1,demote 
kick_7,cheer 
kickoff_1,middle,end
kid_2,parent 
kinaesthesia_2,kinanesthesia 
kinaesthesis_1,kinanesthesia 
kinanesthesia_1,kinesthesia 
kind_1,unkind 
kindly_3,unkindly 
kindness_3,unkindness 
kinesthesia_2,kinanesthesia 
kinesthesis_1,kinanesthesia 
kinesthetics_1,kinanesthesia 
king_9,female monarch,queen
kip down_1,turn out,get up
kip_4,wake 
knock_7,praise 
knot_9,unknot,unravel
knot_9,unravel 
know_3,ignore 
knowable_1,unknowable 
knowingly_1,unknowingly,unwittingly
knowingness_1,incognizance 
known_1,unknown 
k'ung futzu_6,dullness 
kvetch_3,cheer 
labeled_1,unlabeled 
labelled_1,unlabeled 
lace_4,untwine 
laced_3,unlaced 
lack_2,have 
lactate_2,bottlefeed 
lactating_1,dry 
lady_2,nobleman,Lord
laissez-faire economy_1,non-market economy 
laity_1,clergy 
lamented_1,unlamented 
land_1,sea,air
landed_1,landless 
landless_1,landed 
larboard_2,starboard 
large_1,little,small
largeness_1,littleness,smallness
largeness_4,unpretentiousness 
lash_6,unlash 
last_1,intermediate,first
lasting_2,impermanent 
lasting_3,caducous 
late_1,early,middle
late_5,early 
late_6,early,middle
late_8,early 
lateness_1,earliness 
later_2,early 
latter_1,former 
latter_2,former,
laugh_4,cry,
launch_3,abolish,
laureled_1,unlaureled,
laurelled_1,unlaureled,
laurels_2,dishonor,
law of nations_1,civil law,
lawful_1,unlawful,
lawfully_1,unlawfully,
lawfully_2,illicitly,lawlessly,illegitimately
lawfulness_1,unlawfulness,
lawlessly_1,lawfully,
lax_1,tense,
lax_5,tense,
laxation_2,tightening,
laxative_1,costive,
lay claim_1,forfeit
lay off_1,continue
lay witness_1,expert witness
layman_1,clergyman
layperson_1,clergyman
laze_1,work
lead astray_1,undeceive
lead off_1,end
lead_12,deficit
lead_27,follow
leaded gasoline_1,unleaded gasoline
leaded_1,unleaded
leader_2,follower
leading_2,following
leadless_1,leaded
leafless_1,leafy
leafy_1,leafless
leaky_2,tight
lean_1,rich
lean_3,fat
leanness_2,fatness
learned_1,unconditioned
leased_1,unchartered
least_1,most
least_2,most
leave off_3,include
leave office_1,take office
leave out_1,include
leave out_2,attend to
leave_10,arrive
leave_5,disinherit
leave_8,enter
leavened_1,unleavened,
leeward_1,windward,
leeward_2,downwind,windward 
leeward_3,windward,
left_1,center,right 
left_3,right,
left_5,right,
left_9,right,
left-handed_4,ambidextrous,right-handed 
legal age_1,minority,
legal_2,illegal,
legalise_1,criminalise,criminalize,outlaw
legalise_1,outlaw,
legality_1,illegality,
legalize_1,criminalise,criminalize,outlaw
legalize_1,outlaw,
legally_1,unlawfully,
legato_1,staccato,
legato_2,staccato,
legged_1,legless,
legibility_2,illegibility,
legible_1,illegible,
legibly_1,illegibly,
legitimacy_2,illegitimacy,
legitimate_3,illegitimate,
legitimate_7,criminalise,criminalize,outlaw
legitimate_7,outlaw,
legitimately_1,illegitimately,
legitimately_2,illicitly,lawlessly,illegitimately
legitimatise_1,criminalise,criminalize,outlaw
legitimatise_1,outlaw,
legitimatize_1,criminalise,criminalize,outlaw
legitimatize_1,outlaw,
legitimise_1,criminalise,criminalize,outlaw
legitimise_1,outlaw,
legitimize_1,criminalise,criminalize,outlaw
legitimize_1,outlaw,
legless_1,legged,
lend oneself_1,defy,
lend_3,borrow,
lender_1,borrower,
lengthen_1,shorten,
lengthen_2,shorten,
lengthways_1,crosswise,
lengthwise_1,crosswise,
lentic_1,lotic,
leptorhine_1,catarrhine,platyrrhine 
leptorrhine_1,catarrhine,platyrrhine 
leptorrhinian_1,catarrhine,platyrrhine
leptorrhinic_1,catarrhine,platyrrhine
leptosporangiate_1,eusporangiate 
less than_1,more than 
less_3,more 
less_4,more 
less_5,more 
lessen_1,increase 
lessen_2,increase 
lessening_1,increase 
lesser_1,greater 
let down_2,raise 
let go of_1,hold 
let go_2,hold 
let in_1,exclude 
let in_2,reject 
let out_4,take in 
let the cat out of the bag_1,keep quiet 
let_3,prevent 
let_8,disallow,forbid
lethargic_1,energetic 
level_18,raise 
levitation_1,gravitation 
levity_1,gravity 
levorotation_1,dextrorotation 
lexical ambiguity_1,monosemy 
liability_1,asset 
liar_1,square shooter 
liberal_3,conservative 
liberal_7,conservative 
liberalist_1,conservative 
liberality_2,illiberality 
liberalness_2,illiberality,
liberate_2,confine,
liberator_1,captor,
libertarian_1,necessitarian,
licence_4,decertify,
license_5,decertify,
licit_1,illicit,
licitly_1,illicitly,lawlessly,illegitimately
licitness_1,illicitness,
licking_2,victory,
lidded_1,lidless,
lidless_1,lidded,
lie down_1,arise,
lie_10,stand,sit 
lie_7,arise,
lifelessness_1,animateness,
lifelessness_2,motion
lift up_1,depress
lift_23,lower
lift_32,fall
light up_1,overcast
light_1,dark
light_10,heavy
light_13,heavy
light_14,heavy
light_17,heavy
light_18,dark
light_3,heavy
light_33,dark
light_44,extinguish
light_7,heavy
light-colored_1,dark
light-duty_1,heavy-duty
lighted_2,unlighted
lighten up_1,darken
lighten up_2,weigh down
lighten_1,darken
lighten_2,darken
lighten_3,weigh down
light-footed_1,heavy-footed
light-haired_1,brunet
lighting_4,dark
lightly_1,heavily
lightly_4,thickly
lightness_5,darkness
lightness_6,heaviness
likable_2,unsympathetic
like an expert_1,amateurishly
like_1,unalike 
like_3,unlike 
like_4,unlike 
like_8,dislike 
likeable_2,unsympathetic 
liked_1,disliked 
likelihood_1,unlikeliness,unlikelihood
likeliness_1,unlikeliness,unlikelihood
likely_1,unlikely 
likely_4,improbable 
likeness_1,dissimilitude,unlikeness
liking_1,dislike 
limbed_1,limbless 
limbless_1,limbed 
limited_2,unlimited 
limited_8,local 
limitless_3,limited 
limitlessness_1,finiteness 
limpidity_1,unclearness,obscurity
line up_1,skew 
lineal_1,collateral 
linear_1,nonlinear 
linear_2,digital 
linear_4,planar,cubic
linearly_1,geometrically 
lined_3,unlined 
linger_1,rush 
lingual_1,nonlinguistic 
linguistic_1,nonlinguistic 
link up_1,dissociate 
link up_3,disconnect 
link_1,disconnectedness 
link_10,dissociate 
link_11,disconnect 
lipless_1,lipped 
lipped_1,lipless 
liquid_3,gaseous,solid
liquid_5,unmelted 
liquified_2,unmelted 
listed security_1,unlisted security 
listed_1,unlisted 
lit_2,unlighted 
literacy_1,illiteracy 
literal_2,figurative 
literalise_1,spiritualize 
literalize_1,spiritualize 
literally_1,figuratively 
literate_1,illiterate 
literate_3,illiterate 
little girl_1,boy,male child
little_5,much 
little_6,big,large
littleness_2,bigness,largeness
livable_1,unlivable 
live birth_1,stillbirth 
live in_1,live out 
live out_1,live in 
live up to_1,fall short of 
live_1,dead 
live_11,recorded 
live_7,dead 
liveable_1,unlivable 
live-bearing_1,oviparous,ovoviviparous
liveborn infant_1,stillborn infant 
lively_2,dull
liven up_1,deaden
liven_1,deaden
liveness_1,inanimateness
liveried_1,unliveried
living_9,dead
loaded_4,unloaded
loading_2,unloading
loamless_1,loamy
loamy_1,loamless
loan_3,borrow
loaner_2,borrower
local_1,general
local_2,national
local_5,express
location_4,studio
lock_10,unlock,unlock
lock_8,disengage 
lock_9,unlock 
locomote_1,stay in place 
lodge_10,dislodge 
loftiness_1,lowness 
log in_1,log out 
log off_1,log in 
log on_1,log out 
log out_1,log in 
log z's_1,wake 
logical_1,incoherent 
logical_3,illogical 
logicality_1,illogicalness,illogicality
logically_1,illogically 
logicalness_1,illogicalness,illogicality
log-in_1,log out
long suit_2,weak point
long_2,short
long_3,short
long_5,unretentive
long_6,short
long_7,short
longanimity_1,impatience
longness_1,shortness
longness_2,shortness
longsightedness_1,myopia
long-spurred_1,short-spurred
look down on_1,admire
look up to_1,look down on
look_11,back
loop_13,uncoil
loop_2,open circuit 
loose_14,affixed 
loose_19,confine 
loose_2,tight 
loose_20,stiffen 
loose_21,stiffen 
loose_6,compact 
loosely_1,narrowly 
loosen up_3,tense 
loosen up_4,strain,tense
loosen up_5,stuff 
loosen_2,stiffen 
loosen_5,stiffen 
looseness_3,fixedness 
looseness_4,tightness 
loosening_1,tightening 
lord_2,noblewoman,Lady
lose weight_1,gain 
lose_1,gain 
lose_10,win 
lose_2,find 
lose_3,keep 
lose_8,profit,break even
lose_9,win 
loser_1,winner 
loser_2,achiever 
loser_3,winner 
losings_1,winnings 
loss_7,gain 
losses_1,winnings 
lossless_1,lossy 
lossy_1,lossless 
lost_3,won
lost_5,saved
lost_8,found
lotic_1,lentic
loud_1,soft
loud_3,piano
loud_5,softly
louden_1,quieten
louden_2,quieten
loudly_1,piano
loudly_2,softly
loudness_2,softness
lovable_1,hateful
love_2,hate
love_8,hate
loveable_1,hateful
loved_1,unloved 
loving_1,unloving 
low explosive_1,high explosive 
low frequency_2,high pitch 
low pitch_1,high pitch 
low quality_1,high quality,superiority
low relief_1,high relief 
low spirits_1,high 
low status_1,high status 
low temperature_1,hotness 
low tide_1,high tide 
low water_1,high tide 
low_12,high 
low_4,high 
low_5,high 
low_9,high 
lowborn_1,noble 
low-class_1,middle-class,upper-class
lower limit_2,maximum 
lower_5,raise 
lower-case letter_1,uppercase 
lowercase_1,uppercase 
lowercase_2,uppercase 
lower-class_1,middle-class,upper-class
lowered_1,raised 
low-interest_1,high-interest 
lowland_1,upland 
lowland_2,highland 
low-level_4,dominant 
lowliness_2,high status 
lowness_3,highness 
lowness_4,high status 
low-pitched_2,high 
low-resolution_1,high-resolution 
low-rise_1,high-rise 
low-sudsing_1,high-sudsing 
low-tech_1,high-tech 
low-tension_1,high-tension 
low-voltage_1,high-tension 
loyal_1,disloyal 
loyal_3,unpatriotic 
loyally_1,disloyally 
loyalty_3,disloyalty 
lubricated_1,unlubricated 
lucidity_1,unclearness,obscurity
lucidness_1,unclearness,obscurity
luckily_1,unluckily,unfortunately
luckiness_1,bad luck,misfortune
luckless_1,lucky 
lucky_1,unlucky 
lucrativeness_1,unprofitability,unprofitableness
lucubrate_1,contract 
lug_5,unstuff 
lull_3,agitate 
lumper_2,splitter 
lyric_2,dramatic 
machine wash_1,handwash 
machine-made_1,handmade 
machine-wash_1,handwash 
macroscopic_1,microscopic 
macroscopical_1,microscopic 
made_3,unmade 
madly_1,sanely 
magnetic_2,repulsive 
magnetic_4,geographic 
magnetic_5,antimagnetic 
magnetic_6,nonmagnetic 
magnetise_2,demagnetise,demagnetize
magnetised_1,antimagnetic 
magnetize_1,demagnetise,demagnetize
magnetized_1,antimagnetic 
magnification_2,understatement 
magnify_2,reduce 
magnify_3,understate 
main_2,dependent 
major surgery_1,minor surgery 
major_1,minor 
major_2,minor 
major_3,minor 
major_4,minor 
major_5,minor 
major_6,minor 
major_7,minor 
majority_2,minority 
majority_3,minority 
majuscule_2,minuscule 
majuscule_3,lowercase 
make clean_1,dirty 
make full_1,empty 
make headway_1,fall back 
make it_2,fail 
make it_3,succumb 
make peace_1,war 
make relaxed_1,strain,tense
make_24,unmake 
make_30,break 
malacopterygian_1,spiny-finned fish 
maladaptive_1,adaptive 
maladjusted_2,adjusted 
maladroit_1,adroit 
maladroitly_1,adroitly 
malady_2,wellness,wellness
malapropos_1,apropos 
malapropos_2,opportunely 
male aristocrat_1,female aristocrat 
male child_1,girl,female child
male monarch_1,female monarch,queen
male offspring_1,female offspring 
male parent_1,female parent,mother
male person_1,female 
male sibling_1,female sibling 
male_1,female,androgynous
male_4,female 
male_6,female 
maledict_2,bless 
maleficence_1,beneficence 
maleficence_2,beneficence 
maleficent_1,beneficent 
maleness_1,femaleness 
malevolence_2,benevolence 
malevolently_1,benevolently 
malfunction_2,function 
malfunctioning_1,functioning 
malicious_1,unmalicious 
malign_1,benign 
malignance_2,benignancy,benignity
malignancy_2,benignancy,benignity
malignant_1,benign 
malignity_1,benevolence 
malignity_2,benignancy,benignity
malleability_1,unmalleability 
malnourished_1,nourished 
malodorous_1,fragrant 
malodourous_1,fragrant 
malted_1,unmalted 
maltreated_1,unabused 
man of the cloth_1,layman 
man_1,woman 
man_4,woman 
man_8,civilian 
manage_5,fail 
manageable_2,unmanageable 
manageably_1,unmanageably 
man-child_1,female offspring 
manful_2,unmanly
manfully_1,unmanfully
manipulable_1,intractable
manlike_3,unmanly
manly_2,unmanly
manly_3,unmanfully
manned_1,unmanned
manual_3,automatic
many_1,few
many-sided_3,unilateral
march equinox_1,autumnal equinox
march on_1,recede
margin account_1,cash account
marginality_1,centrality
mark down_1,mark up
mark up_1,mark down
mark_23,ignore 
marked_1,unmarked 
market economy_1,non-market economy 
married man_1,wife 
married woman_1,husband 
married_1,unmarried 
masculine_1,feminine 
masculine_2,feminine,neuter
masculinity_1,femaleness 
masculinity_2,femininity 
mask_6,unmask 
masochist_1,sadist 
masochistic_1,sadistic 
mat_9,unsnarl,disentangle
match_13,disagree 
matched_1,mismatched 
mated_3,unmated 
material_1,incorporeal 
material_2,immaterial 
material_3,immaterial 
material_5,insubstantial 
materialise_1,dematerialise,dematerialize
materiality_1,incorporeality,immateriality
materiality_2,immateriality 
materialize_1,dematerialise,dematerialize
maternal_2,paternal 
maternal_4,filial 
mathematical_2,verbal 
matriarchal_1,patriarchal 
maturation_2,nondevelopment 
mature_1,immature 
mature_2,immature 
mature_3,unfledged 
mature_5,green 
maturely_1,immaturely 
matureness_1,immaturity 
maturity_2,immaturity 
maxi_1,mini,midi
maximal_1,minimum,minimal
maximally_1,minimally 
maximation_1,minimization 
maximisation_1,minimization 
maximise_2,minimise,minimize
maximization_2,minimization 
maximize_1,minimise,minimize
maximum_1,minimum,minimal
maximum_2,minimum 
maximum_3,minimum 
meager_1,ample 
meagerly_1,ample 
meagerly_2,amply,amply
meagre_1,ample 
meagrely_1,amply,amply
meaningful_1,meaningless 
meaningfulness_1,meaninglessness 
meaningless_1,meaningful 
meaninglessness_1,meaningfulness 
meanspirited_2,generous 
measurable_2,immeasurable 
measurably_1,immeasurably 
measured_4,unmeasured 
meatless_1,meaty 
meaty_1,meatless 
mechanical_1,nonmechanical 
mediacy_1,immediacy 
mediate_2,immediate 
mediateness_1,immediacy 
medical_3,surgical 
medulla_1,cortex 
medullated_1,unmyelinated 
meet_3,diverge,diverge
melanise_1,whiten 
melanize_1,whiten 
meliorate_1,worsen 
meliorate_2,worsen 
melioration_3,decline 
melodic_1,unmelodious 
melodious_1,unmelodious 
melodious_2,tuneless 
melodiously_1,unmelodiously 
melt off_1,gain
melted_1,unmelted
member_1,nonmember
membered_1,memberless
memberless_1,membered
memorably_1,unmemorably
mend_4,break
mendaciously_1,truthfully
mendacity_1,veracity
mensurable_1,immeasurable
mental ability_1,incapacity
mental disease_1,mental health
mental health_1,mental illness
mental illness_1,mental health
mental_4,physical
merciful_1,merciless
mercifulness_3,mercilessness 
merciless_1,merciful 
mercilessness_2,mercifulness 
mercy_3,mercilessness 
merge_2,disunify 
merit system_1,spoils system 
merit_2,demerit 
merited_1,unmerited 
merrily_1,unhappily 
mesh_6,disengage 
mesial_1,distal 
mesic_2,xeric,hydric
mesomorphic_1,ectomorphic,endomorphic
messiness_2,tidiness 
metabolic_1,ametabolic 
metabolous_1,ametabolic 
metal_1,nonmetallic 
metallic_1,nonmetallic 
metamorphic_1,nonmetamorphic 
metier_1,weak point 
microscopic_3,macroscopic 
microscopical_2,macroscopic 
middle_3,late,early
middle_4,late,early
middle_7,end,beginning
middle_8,end,beginning
middle-class_1,upper-class,lower-class
middling_2,immoderately,unreasonably
midi_1,maxi,mini
midsummer_1,winter solstice 
migratory_2,nonmigratory 
mild_2,intense 
militarisation_1,demobilization 
militarise_1,demilitarise,demilitarize
militarization_1,demobilization 
militarize_1,demilitarise,demilitarize
military man_1,civilian 
military personnel_1,civilian 
military volunteer_1,draftee 
military_2,civilian 
military_3,unmilitary 
mind_8,forget 
mindful_1,unmindful 
mindfully_1,inadvertently,unmindfully
mindfulness_1,heedlessness,unmindfulness
mindless_5,mindful 
mined_1,unmined 
mineral_1,animal,vegetable
mini_1,midi,maxi
minify_1,increase 
minimal_1,maximum,maximal
minimally_1,maximally 
minimisation_1,maximization 
minimise_1,maximise,maximize
minimise_2,overstate 
minimization_1,maximization 
minimize_2,maximise,maximize
minimize_3,overstate 
minimum_1,maximum,maximal
minimum_2,maximum 
minimum_3,maximum 
minor surgery_1,major surgery 
minor_1,major 
minor_3,major 
minor_4,major
minor_5,major
minor_6,major
minor_7,major
minor_9,major
minority_1,majority
minority_2,majority
minus_2,plus
minuscular_1,majuscule
minuscule_3,majuscule
minuscule_5,uppercase
mirthfully_1,unhappily
misbehave_1,behave
miscarriage_2,live birth
miscarry_1,carry to term
miscarry_2,succeed
mischief_1,beneficence 
miscible_1,immiscible 
misconception_1,conception 
misconduct_3,behave 
misconstruction_1,construction 
misdemean_1,behave 
misfortune_2,good luck,good fortune
misfunction_1,function 
mismatched_1,matched 
misogynism_1,philogyny 
misogyny_1,philogyny 
miss_11,attend to 
miss_6,attend 
miss_8,hit 
miss_9,have 
mistreated_1,unabused 
mistrust_1,trust 
mistrust_3,trust,trust
mistrustfully_1,trustfully 
misused_1,used 
mitigated_1,unmitigated 
mix_6,segregate 
mixable_1,immiscible 
mixed-blood_1,thoroughbred 
mobile_1,immobile 
mobile_8,stabile 
mobilisation_2,demobilization 
mobilise_1,demobilize 
mobilise_2,demobilise,demobilize
mobility_1,immobility 
mobilization_1,demobilization 
mobilize_1,demobilize 
mobilize_3,demobilise,demobilize
moderate_1,immoderate 
moderately_1,immoderately,unreasonably
moderately_2,immoderately 
moderateness_1,immoderation 
moderating_1,intensifying 
moderation_3,immoderation 
moderation_4,intemperance 
modern font_1,old style 
modern_2,nonmodern 
modern_6,old style 
modest_1,immodest 
modest_6,immodest 
modestly_1,immodestly 
modestness_1,immodesty 
modesty_1,immodesty 
modifiable_1,unmodifiable
modified_1,unmodified
modulated_2,unmodulated
moisturise_1,dehumidify
moisturize_1,dehumidify
molar_3,molecular
molecular_1,molar
moment_1,inconsequence
monaural_1,binaural
monaurally_1,binaurally
monecious_1,dioecious
monetisation_1,demonetization
monetization_1,demonetization
moneyed_2,moneyless
moneyless_1,moneyed
monied_1,moneyless
monism_1,pluralism 
monochromatic_2,polychromatic 
monoclinic_1,triclinic 
monoclinous_1,diclinous 
monocotyledonous_1,dicotyledonous 
monody_1,polyphonic music,polyphony
monoecious_1,dioecious 
monogamous_1,polygamous 
monoicous_1,dioecious 
monolingual_1,multilingual 
mononuclear_1,binucleate,trinucleate
mononucleate_1,binucleate,trinucleate
monophonic music_1,polyphonic music,polyphony
monophonic_1,polyphonic 
monophony_1,polyphonic music,polyphony
monoploid_1,diploid,polyploid
monosemy_1,polysemy 
monospaced font_1,proportional font 
monotheism_1,polytheism 
monotheistic_1,polytheistic 
monotone_2,nonmonotonic 
monotonic_2,nonmonotonic 
monovalent_1,polyvalent 
monovalent_2,polyvalent 
monovular_1,fraternal 
moonless_1,moonlit 
moonlit_1,moonless 
moony_2,moonless 
moral_1,immoral,amoral
morality_2,immorality 
morally_1,immorally 
morbidity_3,wholesomeness 
morbidness_2,wholesomeness 
more than_1,less 
more than_2,less than 
more_1,fewer 
more_2,less 
more_3,less 
more_4,less 
morning_1,sunset 
mortal sin_1,venial sin 
mortal_3,immortal 
mortality_2,immortality 
most_1,fewest 
most_2,least 
most_4,least 
mother_2,male parent,father
motility_1,immotility 
motion_7,motionlessness 
motionlessness_1,motion 
motivated_1,unmotivated 
motivator_1,disincentive 
motor mower_1,hand mower 
motored_1,unmotorized 
motorial_1,afferent 
motorised_1,unmotorized 
motorized_2,unmotorized 
motorless_1,motorized 
mount up_1,hop out 
mount_13,wane 
mount_9,hop out 
mouthless_1,stomatous 
movability_1,immovableness,immovability
movableness_1,immovableness,immovability
move in_1,move out
move in_3,pull out
move into_1,exit
move on_1,recede
move out_1,move in
move up_1,fall
move_18,stand still
move_20,stay
move_21,stay in place
move_6,refrain
move_9,rest
moved_1,unmoved
moving_1,unmoving
moving_2,nonmoving
moving_3,still
mown_1,unmown
much_1,little
muliebrity_1,masculinity
multiculturalism_1,nationalism
multidimensional language_1,one-dimensional language
multidimensional_1,unidimensional
multiform_1,uniform
multilane_1,single-lane
multilateral_1,unilateral
multilingual_1,monolingual
multinucleate_1,uninucleate
multiparous_1,uniparous
multiple_1,single
multiple-choice_1,true-false
multiply_1,singly
multiply_3,divide
multivalent_2,monovalent
multivalent_3,univalent,bivalent
mundaneness_1,extraordinariness 
mundaneness_2,naivete 
mundanity_1,extraordinariness 
mundanity_2,naivete 
muscle sense_1,kinanesthesia 
muscular_3,ectomorphic,endomorphic
mushroom_1,toadstool 
musical_2,unmusical 
musical_3,unmelodious 
musical_4,unmusical 
musically_1,unmusically 
muster in_1,discharge 
muster out_1,enlist 
mutability_1,immutableness,immutability
mutable_1,immutable 
mutableness_1,immutableness,immutability
mutual_2,nonreciprocal 
muzzle_5,unmuzzle 
myelinated_1,unmyelinated 
myopia_1,hyperopia 
myopic_1,farsighted 
mystify_1,demystify 
mythicise_2,demythologize 
mythicize_2,demythologize 
mythologise_2,demythologize 
mythologize_2,demythologize 
nadir_1,zenith 
naif_1,sophisticated 
naive_1,sophisticated 
naiveness_1,sophistication 
naivete_1,sophistication 
naivety_1,sophistication 
nakedness_3,closeness 
narrow down_2,diversify,diversify
narrow_1,wide 
narrow_10,diversify,diversify
narrow_2,wide 
narrow_5,broad-minded 
narrow_8,widen 
narrowing_3,widening 
narrowing_4,widening 
narrowly_1,broadly 
narrow-minded_1,broad-minded 
narrow-minded_3,unshockable 
narrow-mindedly_1,broad-mindedly 
narrow-mindedness_1,broad-mindedness 
narrowness_2,broad-mindedness 
narrowness_4,wideness 
nascence_1,death 
nascency_1,death 
nascent_1,dying 
nastiness_3,niceness 
nasty_1,nice 
national_1,local 
national_3,international 
nationalisation_3,denationalization 
nationalise_2,denationalise,denationalize
nationalism_2,multiculturalism,internationalism
nationalism_3,internationalism 
nationalization_3,denationalization 
nationalize_1,denationalise,denationalize
native_1,nonnative 
native_2,foreign 
native_3,adopted 
nativeness_1,foreignness 
nativity_1,death 
natural depression_1,natural elevation 
natural elevation_1,natural depression 
natural language_1,artificial language 
natural object_1,artifact 
natural_10,artificial 
natural_3,unnatural 
natural_7,supernatural 
natural_9,sharp,flat
naturalise_3,denaturalize 
naturalise_4,denaturalize 
naturalize_3,denaturalize 
naturalize_5,denaturalize 
naturally_1,artificially 
naturally_3,unnaturally
naturally_4,unnaturally
naturalness_3,unnaturalness
nay_1,yea
nazify_1,denazify
ne plus ultra_1,imperfection
neap tide_1,springtide
neap_1,springtide
near_4,far
nearness_1,farness
nearsighted_1,farsighted
nearsightedness_1,hyperopia
neatness_2,untidiness
necessarily_2,unnecessarily
necessary_1,unnecessary
necessary_3,inessential
necessitarian_1,libertarian 
necessitate_1,obviate 
necessity_1,inessential 
necked_1,neckless 
neckless_1,necked 
need_5,obviate 
needfully_1,unnecessarily 
ne'er_1,ever 
negate_3,affirm 
negative charge_1,positive charge 
negative_1,neutral,positive
negative_10,affirmative 
negative_4,positive 
negative_5,affirmative 
negative_6,neutral,positive
negative_9,positive 
negativeness_1,positiveness,positivity
negativeness_2,positiveness,positivity
negativeness_3,positiveness,positivity
negativism_1,positiveness,positivity
negativity_2,positiveness,positivity
negativity_3,positiveness,positivity
negativity_4,positiveness,positivity
neglect_8,attend to 
negligent_2,diligent 
negociate_3,fail 
neighborliness_1,unneighborliness 
neighbourliness_1,unneighborliness 
nephew_1,niece 
net_2,gross 
nether region_1,Heaven 
nett_1,gross 
neurotic depression_1,psychotic depression 
neurotic_2,unneurotic 
neuter_1,masculine,feminine
neutral_4,positive,negative
neutral_7,positive,negative
never_1,ever 
new_1,old 
new_10,worn 
newness_1,oldness 
nice_5,nasty 
niceness_1,nastiness 
niceness_2,impoliteness 
nidicolous_1,nidifugous 
nidifugous_1,nidicolous 
niece_1,nephew 
nigh_1,far 
night game_1,day game 
night school_1,day school 
night_2,day 
nighttime_1,day 
nigrify_1,whiten 
nitrify_2,denitrify 
no longer_1,still 
no more_2,still 
no_1,all,some
no_3,yes 
noble_1,lowborn 
noble_3,ignoble 
noble_5,noblewoman,Lady
nobleman_1,noblewoman,Lady
noblewoman_1,nobleman,Lord
nocturnal_1,diurnal 
nod off_1,wake up
node_6,antinode
no-go_1,go
noisily_1,quietly
noisy_1,quiet
nominal_4,real
nominative case_1,oblique
nominative_4,oblique
nomothetic_1,idiographic
nonabsorbency_1,absorbency
nonabsorbent_1,absorbent
nonabsorptive_1,absorbent
nonaddictive_1,addictive
nonadhesive_1,adhesive
nonadsorbent_1,adsorbent
nonadsorptive_1,adsorbent
nonage_1,majority
nonaged_1,major
nonaggressive_1,aggressive
nonalcoholic_1,alcoholic
nonaligned_1,aligned
nonalignment_1,alignment
nonalinement_1,alignment
nonarbitrable_1,arbitrable
nonarbitrary_1,arbitrary
nonarboreal_1,arboreal
nonassociative_1,associative
nonastringent_1,astringent
nonattendance_1,attendance
nonbearing_1,bearing
nonbeing_1,being
nonbiodegradable pollution_1,biodegradable pollution
noncausal_1,causative
noncausative_1,causative
noncellular_1,cellular
noncitizen_1,citizen
noncivilised_1,civilized
noncivilized_1,civilized
nonclassical_1,classical
noncollapsable_1,collapsible
noncollapsible_1,collapsible
noncolumned_1,columned
noncombinative_1,combinative
noncombustible_1,combustible
noncommercial_1,commercial
noncommissioned_1,commissioned
noncompetitive_1,competitive
noncompetitively_1,competitively
noncompliance_1,compliance,obedience
noncompliant_1,compliant 
noncomprehensive_1,comprehensive 
noncomprehensively_1,comprehensively 
nonconcentric_1,concentric 
nonconducting_1,conductive 
non-conducting_1,conductive 
nonconductive_1,conductive 
nonconductor_1,conductor 
nonconformance_1,conformism,conformity
nonconformance_2,conformity 
nonconformism_1,conformism,conformity
nonconformist_2,conformist 
nonconformist_3,Anglican 
nonconformist_4,conformist 
nonconformity_2,conformity 
nonconformity_3,conformism,conformity
noncontinuous_1,continuous 
noncontroversial_1,controversial 
noncritical_1,critical 
noncritical_2,critical 
noncritical_3,critical 
noncrucial_1,crucial 
noncrucial_2,critical 
noncrystalline_1,crystalline 
noncurrent_1,current 
noncyclic_2,cyclic 
noncyclical_1,cyclic 
non-dedicated file server_1,dedicated file server 
nondeductible_1,deductible 
nondevelopment_1,development 
nondisposable_1,disposable 
nondisposable_2,disposable,
nondrinker_1,drinker,
nondriver_1,driver,
nonechoic_1,echoic,
noneffervescent_1,effervescent,
noneffervescent_2,sparkling,
non-engagement_1,involvement,participation,engagement
nonenterprising_1,enterprising,
nonentity_2,existence,
nonequivalence_1,equivalence,
nonessential_2,essential,
nonexempt_1,exempt,
nonexempt_2,nontaxable,
nonexistence_1,existence,
nonexistent_2,existent,
nonexplorative_1,exploratory,
nonexploratory_1,exploratory
nonexplosive_1,explosive
nonextant_1,extant
nonextensile_1,extensile
nonfat_1,fatty
nonfatal_1,fatal
nonfictional_1,fictional
nonfinancial_1,financial
non-finite_1,finite
nonfissile_1,fissile
nonfissionable_1,fissionable
nonflowering_1,flowering
nonfunctional_1,functioning
nonfunctional_2,functional
nonharmonic_1,harmonic
nonheritable_1,inheritable
nonhierarchic_1,hierarchical 
nonhierarchical_1,hierarchical 
nonhuman_1,human 
nonimitative_1,imitative 
nonindulgent_1,indulgent 
nonindustrial_1,industrial 
noninfectious_1,infectious 
noninheritable_1,inheritable 
